id,dbt_valid_from,dbt_valid_to,type
578,2024-01-10T00:00:00,,anomaly_updated_row
579,2024-01-01T00:00:00,2024-01-23T00:00:00,deleted_row
580,2024-01-01T00:00:00,,initial_load
581,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
581,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
582,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
582,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
583,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
583,2024-01-10T00:00:00,2024-02-28T00:00:00,anomaly_updated_row
583,2024-02-28T00:00:00,,updated_row
584,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
584,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
585,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
586,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
586,2024-01-09T00:00:00,2024-01-13T00:00:00,updated_row
586,2024-01-13T00:00:00,2024-02-02T00:00:00,updated_row
586,2024-02-02T00:00:00,,updated_row
587,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
587,2024-01-10T00:00:00,,anomaly_updated_row
588,2024-01-01T00:00:00,2024-01-23T00:00:00,initial_load
588,2024-01-23T00:00:00,,updated_row
589,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
589,2024-01-09T00:00:00,2024-01-10T00:00:00,updated_row
589,2024-01-10T00:00:00,,anomaly_updated_row
590,2024-01-01T00:00:00,2024-01-05T00:00:00,deleted_row
591,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
591,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
592,2024-01-01T00:00:00,,initial_load
593,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
593,2024-01-08T00:00:00,2024-01-19T00:00:00,updated_row
593,2024-01-19T00:00:00,2024-02-24T00:00:00,updated_row
593,2024-02-24T00:00:00,,updated_row
594,2024-01-01T00:00:00,,initial_load
595,2024-01-01T00:00:00,2024-02-01T00:00:00,initial_load
595,2024-02-01T00:00:00,2024-02-14T00:00:00,anomaly_updated_row
595,2024-02-14T00:00:00,,updated_row
596,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
596,2024-01-10T00:00:00,2024-02-24T00:00:00,anomaly_updated_row
596,2024-02-24T00:00:00,,updated_row
597,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
597,2024-01-10T00:00:00,2024-01-15T00:00:00,anomaly_updated_row
597,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
598,2024-01-01T00:00:00,2024-01-06T00:00:00,initial_load
598,2024-01-06T00:00:00,2024-01-10T00:00:00,updated_row
598,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
599,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
599,2024-01-03T00:00:00,2024-01-10T00:00:00,updated_row
599,2024-01-10T00:00:00,2024-02-15T00:00:00,anomaly_updated_row
599,2024-02-15T00:00:00,2024-02-16T00:00:00,updated_row
599,2024-02-16T00:00:00,,updated_row
600,2024-01-01T00:00:00,2024-01-24T00:00:00,deleted_row
601,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
601,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
602,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
602,2024-01-08T00:00:00,2024-01-19T00:00:00,updated_row
602,2024-01-19T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
603,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
603,2024-01-10T00:00:00,2024-01-12T00:00:00,anomaly_updated_row
603,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
604,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
604,2024-01-02T00:00:00,2024-01-10T00:00:00,updated_row
604,2024-01-10T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
605,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
605,2024-01-02T00:00:00,2024-01-10T00:00:00,updated_row
605,2024-01-10T00:00:00,2024-01-17T00:00:00,anomaly_updated_row
605,2024-01-17T00:00:00,,updated_row
606,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
606,2024-01-10T00:00:00,2024-02-11T00:00:00,anomaly_updated_row
606,2024-02-11T00:00:00,2024-02-13T00:00:00,deleted_row
607,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
607,2024-01-10T00:00:00,,anomaly_updated_row
608,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
608,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
609,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
609,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
610,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
610,2024-01-10T00:00:00,2024-02-20T00:00:00,anomaly_updated_row
610,2024-02-20T00:00:00,,updated_row
611,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
611,2024-01-10T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
612,2024-01-01T00:00:00,2024-01-06T00:00:00,deleted_row
613,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
613,2024-01-10T00:00:00,,anomaly_updated_row
614,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
614,2024-01-08T00:00:00,,updated_row
615,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
615,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
616,2024-01-01T00:00:00,2024-01-04T00:00:00,deleted_row
617,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
617,2024-01-02T00:00:00,2024-01-07T00:00:00,deleted_row
618,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
618,2024-01-09T00:00:00,2024-01-10T00:00:00,updated_row
618,2024-01-10T00:00:00,2024-01-14T00:00:00,anomaly_updated_row
618,2024-01-14T00:00:00,,updated_row
619,2024-01-01T00:00:00,2024-01-02T00:00:00,deleted_row
620,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
620,2024-01-10T00:00:00,2024-01-21T00:00:00,anomaly_updated_row
620,2024-01-21T00:00:00,,updated_row
621,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
621,2024-01-10T00:00:00,,anomaly_updated_row
622,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
622,2024-01-10T00:00:00,2024-01-11T00:00:00,deleted_row
623,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
623,2024-01-10T00:00:00,2024-02-03T00:00:00,anomaly_updated_row
623,2024-02-03T00:00:00,2024-02-09T00:00:00,updated_row
623,2024-02-09T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
624,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
624,2024-01-10T00:00:00,2024-02-14T00:00:00,anomaly_updated_row
624,2024-02-14T00:00:00,2024-02-19T00:00:00,updated_row
624,2024-02-19T00:00:00,,updated_row
625,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
625,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
625,2024-02-01T00:00:00,2024-02-09T00:00:00,updated_row
625,2024-02-09T00:00:00,,updated_row
626,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
626,2024-01-10T00:00:00,,anomaly_updated_row
627,2024-01-01T00:00:00,2024-01-22T00:00:00,initial_load
627,2024-01-22T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
628,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
628,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
629,2024-01-01T00:00:00,2024-01-11T00:00:00,initial_load
629,2024-01-11T00:00:00,2024-01-29T00:00:00,updated_row
629,2024-01-29T00:00:00,,updated_row
630,2024-01-01T00:00:00,2024-01-22T00:00:00,initial_load
630,2024-01-22T00:00:00,,updated_row
631,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
632,2024-01-01T00:00:00,2024-01-03T00:00:00,deleted_row
633,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
633,2024-01-10T00:00:00,2024-01-12T00:00:00,updated_row
633,2024-01-12T00:00:00,2024-01-14T00:00:00,updated_row
633,2024-01-14T00:00:00,2024-01-23T00:00:00,updated_row
633,2024-01-23T00:00:00,2024-01-29T00:00:00,deleted_row
634,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
634,2024-01-05T00:00:00,2024-01-10T00:00:00,updated_row
634,2024-01-10T00:00:00,2024-01-13T00:00:00,anomaly_updated_row
634,2024-01-13T00:00:00,2024-02-27T00:00:00,updated_row
634,2024-02-27T00:00:00,,updated_row
635,2024-01-01T00:00:00,,initial_load
636,2024-01-01T00:00:00,2024-02-03T00:00:00,initial_load
636,2024-02-03T00:00:00,2024-02-25T00:00:00,deleted_row
637,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
638,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
639,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
639,2024-01-10T00:00:00,2024-01-15T00:00:00,updated_row
639,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
640,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
640,2024-01-10T00:00:00,,anomaly_updated_row
641,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
641,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
641,2024-02-01T00:00:00,,anomaly_updated_row
642,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
642,2024-01-03T00:00:00,2024-01-10T00:00:00,updated_row
642,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
643,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
643,2024-01-07T00:00:00,2024-01-10T00:00:00,updated_row
643,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
644,2024-01-01T00:00:00,2024-01-14T00:00:00,initial_load
644,2024-01-14T00:00:00,2024-02-13T00:00:00,updated_row
644,2024-02-13T00:00:00,2024-02-15T00:00:00,updated_row
644,2024-02-15T00:00:00,2024-02-17T00:00:00,updated_row
644,2024-02-17T00:00:00,,updated_row
645,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
645,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
645,2024-02-01T00:00:00,,anomaly_updated_row
646,2024-01-01T00:00:00,2024-02-06T00:00:00,deleted_row
647,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
647,2024-01-10T00:00:00,2024-02-19T00:00:00,deleted_row
648,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
648,2024-01-10T00:00:00,2024-02-24T00:00:00,anomaly_updated_row
648,2024-02-24T00:00:00,2024-02-29T00:00:00,updated_row
648,2024-02-29T00:00:00,,updated_row
649,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
649,2024-01-10T00:00:00,2024-01-17T00:00:00,deleted_row
650,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
650,2024-01-07T00:00:00,2024-01-27T00:00:00,updated_row
650,2024-01-27T00:00:00,2024-01-31T00:00:00,updated_row
650,2024-01-31T00:00:00,2024-02-05T00:00:00,updated_row
650,2024-02-05T00:00:00,,updated_row
651,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
651,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
651,2024-02-01T00:00:00,2024-02-11T00:00:00,anomaly_updated_row
651,2024-02-11T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
652,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
652,2024-01-03T00:00:00,2024-01-05T00:00:00,updated_row
652,2024-01-05T00:00:00,2024-01-25T00:00:00,deleted_row
653,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
653,2024-01-10T00:00:00,2024-02-05T00:00:00,deleted_row
654,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
654,2024-01-08T00:00:00,,updated_row
655,2024-01-01T00:00:00,2024-01-07T00:00:00,deleted_row
656,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
656,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
657,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
657,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
658,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
658,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
658,2024-01-10T00:00:00,2024-01-25T00:00:00,anomaly_updated_row
658,2024-01-25T00:00:00,2024-02-07T00:00:00,updated_row
658,2024-02-07T00:00:00,,updated_row
659,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
659,2024-01-03T00:00:00,,updated_row
660,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
660,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
661,2024-01-01T00:00:00,2024-01-04T00:00:00,initial_load
661,2024-01-04T00:00:00,2024-01-05T00:00:00,updated_row
661,2024-01-05T00:00:00,2024-01-10T00:00:00,updated_row
661,2024-01-10T00:00:00,2024-01-15T00:00:00,anomaly_updated_row
661,2024-01-15T00:00:00,,updated_row
662,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
662,2024-01-10T00:00:00,2024-01-23T00:00:00,anomaly_updated_row
662,2024-01-23T00:00:00,,updated_row
663,2024-01-01T00:00:00,2024-01-04T00:00:00,initial_load
663,2024-01-04T00:00:00,2024-01-10T00:00:00,updated_row
663,2024-01-10T00:00:00,2024-01-22T00:00:00,anomaly_updated_row
663,2024-01-22T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
664,2024-01-01T00:00:00,2024-01-14T00:00:00,initial_load
664,2024-01-14T00:00:00,,updated_row
665,2024-01-01T00:00:00,2024-01-09T00:00:00,deleted_row
666,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
666,2024-01-02T00:00:00,2024-01-10T00:00:00,updated_row
666,2024-01-10T00:00:00,2024-01-23T00:00:00,anomaly_updated_row
666,2024-01-23T00:00:00,2024-02-18T00:00:00,updated_row
666,2024-02-18T00:00:00,,updated_row
667,2024-01-01T00:00:00,2024-02-04T00:00:00,initial_load
667,2024-02-04T00:00:00,,updated_row
668,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
668,2024-01-10T00:00:00,2024-02-04T00:00:00,deleted_row
669,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
669,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
670,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
670,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
670,2024-01-10T00:00:00,2024-02-03T00:00:00,anomaly_updated_row
670,2024-02-03T00:00:00,2024-02-19T00:00:00,updated_row
670,2024-02-19T00:00:00,2024-02-20T00:00:00,deleted_row
671,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
671,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
672,2024-01-01T00:00:00,2024-01-03T00:00:00,deleted_row
673,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
673,2024-01-10T00:00:00,2024-01-30T00:00:00,deleted_row
674,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
674,2024-01-08T00:00:00,2024-01-10T00:00:00,updated_row
674,2024-01-10T00:00:00,,anomaly_updated_row
675,2024-01-01T00:00:00,2024-01-15T00:00:00,initial_load
675,2024-01-15T00:00:00,2024-01-19T00:00:00,updated_row
675,2024-01-19T00:00:00,,updated_row
676,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
676,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
677,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
677,2024-01-10T00:00:00,2024-01-13T00:00:00,updated_row
677,2024-01-13T00:00:00,2024-01-19T00:00:00,updated_row
677,2024-01-19T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
678,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
678,2024-01-10T00:00:00,,anomaly_updated_row
679,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
679,2024-01-07T00:00:00,2024-01-10T00:00:00,updated_row
679,2024-01-10T00:00:00,2024-01-11T00:00:00,anomaly_updated_row
679,2024-01-11T00:00:00,2024-01-16T00:00:00,updated_row
679,2024-01-16T00:00:00,2024-01-21T00:00:00,updated_row
679,2024-01-21T00:00:00,2024-01-27T00:00:00,updated_row
679,2024-01-27T00:00:00,2024-02-01T00:00:00,updated_row
679,2024-02-01T00:00:00,2024-02-15T00:00:00,anomaly_updated_row
679,2024-02-15T00:00:00,,updated_row
680,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
680,2024-01-07T00:00:00,2024-01-10T00:00:00,updated_row
680,2024-01-10T00:00:00,2024-01-18T00:00:00,anomaly_updated_row
680,2024-01-18T00:00:00,2024-01-29T00:00:00,deleted_row
681,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
681,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
682,2024-01-01T00:00:00,2024-01-04T00:00:00,initial_load
682,2024-01-04T00:00:00,2024-01-10T00:00:00,updated_row
682,2024-01-10T00:00:00,,anomaly_updated_row
683,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
684,2024-01-01T00:00:00,2024-01-07T00:00:00,initial_load
684,2024-01-07T00:00:00,2024-01-09T00:00:00,deleted_row
685,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
685,2024-01-10T00:00:00,2024-01-11T00:00:00,anomaly_updated_row
685,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
686,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
686,2024-01-03T00:00:00,2024-01-10T00:00:00,updated_row
686,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
687,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
687,2024-01-05T00:00:00,2024-01-12T00:00:00,deleted_row
688,2024-01-01T00:00:00,,initial_load
689,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
690,2024-01-01T00:00:00,2024-02-01T00:00:00,initial_load
690,2024-02-01T00:00:00,,updated_row
691,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
691,2024-01-10T00:00:00,2024-01-23T00:00:00,updated_row
691,2024-01-23T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
692,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
693,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
693,2024-01-02T00:00:00,2024-01-09T00:00:00,updated_row
693,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
694,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
694,2024-01-10T00:00:00,2024-01-23T00:00:00,anomaly_updated_row
694,2024-01-23T00:00:00,2024-02-01T00:00:00,updated_row
694,2024-02-01T00:00:00,,anomaly_updated_row
695,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
695,2024-01-03T00:00:00,2024-01-10T00:00:00,updated_row
695,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
696,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
697,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
697,2024-01-10T00:00:00,2024-02-16T00:00:00,anomaly_updated_row
697,2024-02-16T00:00:00,,updated_row
698,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
699,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
699,2024-01-10T00:00:00,2024-01-26T00:00:00,anomaly_updated_row
699,2024-01-26T00:00:00,,updated_row
700,2024-01-01T00:00:00,2024-01-05T00:00:00,deleted_row
701,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
701,2024-01-10T00:00:00,,anomaly_updated_row
702,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
702,2024-01-10T00:00:00,2024-01-28T00:00:00,anomaly_updated_row
702,2024-01-28T00:00:00,2024-02-19T00:00:00,updated_row
702,2024-02-19T00:00:00,,updated_row
703,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
703,2024-01-10T00:00:00,2024-01-15T00:00:00,anomaly_updated_row
703,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
704,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
705,2024-01-01T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
706,2024-01-01T00:00:00,2024-01-20T00:00:00,initial_load
706,2024-01-20T00:00:00,,updated_row
707,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
707,2024-01-10T00:00:00,,anomaly_updated_row
708,2024-01-01T00:00:00,2024-01-03T00:00:00,deleted_row
709,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
709,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
710,2024-01-01T00:00:00,2024-01-28T00:00:00,initial_load
710,2024-01-28T00:00:00,2024-02-28T00:00:00,updated_row
710,2024-02-28T00:00:00,,updated_row
711,2024-01-01T00:00:00,2024-01-28T00:00:00,initial_load
711,2024-01-28T00:00:00,,updated_row
712,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
712,2024-01-10T00:00:00,2024-02-04T00:00:00,anomaly_updated_row
712,2024-02-04T00:00:00,2024-02-14T00:00:00,updated_row
712,2024-02-14T00:00:00,,updated_row
713,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
713,2024-01-10T00:00:00,2024-01-14T00:00:00,anomaly_updated_row
713,2024-01-14T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
714,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
714,2024-01-10T00:00:00,2024-01-17T00:00:00,deleted_row
715,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
715,2024-01-02T00:00:00,2024-01-04T00:00:00,deleted_row
716,2024-01-01T00:00:00,2024-01-22T00:00:00,initial_load
716,2024-01-22T00:00:00,2024-02-03T00:00:00,updated_row
716,2024-02-03T00:00:00,,updated_row
717,2024-01-01T00:00:00,2024-02-01T00:00:00,initial_load
717,2024-02-01T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
718,2024-01-01T00:00:00,2024-01-05T00:00:00,initial_load
718,2024-01-05T00:00:00,2024-01-10T00:00:00,updated_row
718,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
718,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
719,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
719,2024-01-02T00:00:00,2024-01-10T00:00:00,updated_row
719,2024-01-10T00:00:00,2024-01-13T00:00:00,anomaly_updated_row
719,2024-01-13T00:00:00,2024-01-15T00:00:00,updated_row
719,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
720,2024-01-01T00:00:00,2024-01-14T00:00:00,deleted_row
721,2024-01-01T00:00:00,2024-01-14T00:00:00,initial_load
721,2024-01-14T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
722,2024-01-01T00:00:00,,initial_load
723,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
724,2024-01-01T00:00:00,2024-01-21T00:00:00,deleted_row
725,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
726,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
726,2024-01-09T00:00:00,2024-01-10T00:00:00,updated_row
726,2024-01-10T00:00:00,,anomaly_updated_row
727,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
727,2024-01-03T00:00:00,2024-01-10T00:00:00,updated_row
727,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
728,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
728,2024-01-10T00:00:00,2024-01-16T00:00:00,anomaly_updated_row
728,2024-01-16T00:00:00,2024-02-01T00:00:00,updated_row
728,2024-02-01T00:00:00,2024-02-03T00:00:00,anomaly_updated_row
728,2024-02-03T00:00:00,2024-02-14T00:00:00,deleted_row
729,2024-01-01T00:00:00,2024-01-06T00:00:00,initial_load
729,2024-01-06T00:00:00,2024-01-08T00:00:00,updated_row
729,2024-01-08T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
730,2024-01-01T00:00:00,2024-01-03T00:00:00,initial_load
730,2024-01-03T00:00:00,2024-01-09T00:00:00,deleted_row
731,2024-01-01T00:00:00,2024-02-03T00:00:00,deleted_row
732,2024-01-01T00:00:00,2024-01-09T00:00:00,initial_load
732,2024-01-09T00:00:00,2024-02-04T00:00:00,deleted_row
733,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
733,2024-01-10T00:00:00,,anomaly_updated_row
734,2024-01-01T00:00:00,2024-01-02T00:00:00,initial_load
734,2024-01-02T00:00:00,2024-01-10T00:00:00,updated_row
734,2024-01-10T00:00:00,,anomaly_updated_row
735,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
735,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
736,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
736,2024-01-10T00:00:00,2024-01-18T00:00:00,anomaly_updated_row
736,2024-01-18T00:00:00,2024-01-29T00:00:00,updated_row
736,2024-01-29T00:00:00,,updated_row
737,2024-01-01T00:00:00,2024-01-11T00:00:00,initial_load
737,2024-01-11T00:00:00,2024-01-12T00:00:00,updated_row
737,2024-01-12T00:00:00,,updated_row
738,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
738,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_updated_row
738,2024-01-20T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
739,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
739,2024-01-10T00:00:00,2024-01-19T00:00:00,deleted_row
740,2024-01-01T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
741,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
741,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_updated_row
741,2024-01-20T00:00:00,2024-02-05T00:00:00,updated_row
741,2024-02-05T00:00:00,,updated_row
742,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
742,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
743,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
743,2024-01-10T00:00:00,2024-01-24T00:00:00,anomaly_updated_row
743,2024-01-24T00:00:00,,updated_row
744,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
744,2024-01-10T00:00:00,2024-01-17T00:00:00,anomaly_updated_row
744,2024-01-17T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
745,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
745,2024-01-10T00:00:00,2024-01-13T00:00:00,anomaly_updated_row
745,2024-01-13T00:00:00,2024-01-21T00:00:00,updated_row
745,2024-01-21T00:00:00,,updated_row
746,2024-01-01T00:00:00,2024-01-10T00:00:00,initial_load
746,2024-01-10T00:00:00,2024-01-12T00:00:00,updated_row
746,2024-01-12T00:00:00,,updated_row
747,2024-01-01T00:00:00,2024-01-14T00:00:00,deleted_row
748,2024-01-01T00:00:00,2024-01-08T00:00:00,initial_load
748,2024-01-08T00:00:00,,updated_row
749,2024-01-01T00:00:00,2024-02-23T00:00:00,initial_load
749,2024-02-23T00:00:00,,updated_row
